,prompt,set,fold,target,mdl1.reply,mdl1.pred,mdl1.correct,mdl2.reply,mdl2.pred,mdl2.correct,mdl3.reply,mdl3.pred,mdl3.correct
448,Over this summer my family and I went on vacation to Hawaii with other family. All of the sights were amazing and it was the most beautiful place I've ever been to. We all stayed at this really nice resort.  My wife and I had our own room and my sons stayed in their own room. I felt so close to my family and we did some much fun stuff together. The best part was when my wife and I decided to renew our wedding vows on the beach. It was at night and she looked more beautiful than the day I met her. After the vow renewal me and my wife went to a local bar and enjoyed some live music and had drinks. After the trip was over I felt more close to my wife and kids than before. It really brought us together and gave us an experience we will never forget. My sons tell me everyday how they cant wait to go back. My wife has been very close to me since as well. I feel like that place really showed us how much we love each other. It was like paradise. We found a love for each other I dont think we knew about.,memories,2,True,,,,,,,,,
449,"About three months ago I get a call from my daughter saying that she saw Peanut in a yard. Peanut is our dog and he had been missing for quite some time. I quickly hurried home to grab her and then we headed over to where she thought she saw him. He's a rotty without the tail docked so he's pretty unique to his breed. We get there and I start investigating. I don't see Peanut and I start to think my daughter is just going through the grieving stage when I hear a cry. All of a sudden Peanut comes running to the fence, crying and wagging his tail in joy. I greet him with all the affection in the world as he had been gone for three months already. The man who owns the house hears the fuss and comes outside. I thank him for finding my dog and taking good care of him but he insists that he had the dog for years and that I can't have him. I tell him that this is none other than my dog and all we have to do is check the chip to verify. He is having none of it and calls the police. I tell him that he is more than welcome and that will help solve the situation sooner. The police arrive and hear the story for themselves. They then check the chip and sure enough my story checks out. They let me take Peanut home and I scoop him up and put him in the car so he can get back to his true home.",memories,2,False,,,,,,,,,
450,"A little over a month ago my husband and I traveled to the Washington D.C. area so that my husband could have surgery on his back at Walter Reed Medical Center in Bethesda, Maryland. It was my first time ever being to the nation's capital, and with one day before my husband's surgery, we attempted to walk all over downtown DC and see as many monuments as possible before we had to be back at Walter Reed and ready for surgery the next morning. We traveled downtown on the Metro, and ended up getting off a short distance from the Capital, where we started. We then saw the Washington Monument, Lincoln Memorial (my main reason for wanting to go downtown!), the World War 2 Memorial, the Korean Memorial, and Vietnam Memorial. We then took the metro back to Walter Reed, where we were staying on base for the next couple of weeks. Side note, I was really impressed by the strategic placing of water vendors throughout the different monuments, with water, Gatorade, popsicles, etc. I don't know if it's a good use of their life, but we really appreciated them being there! The thing that stood out to me about the monuments was the realization that the Lincoln Memorial literally just had Lincoln's statue in it. I seriously thought that there might be more, maybe a museum commemorating his achievements or something, but it really had just his statue. I might have been a little disappointed, but still impressed at the imposing presence Lincoln was, even if just carved in stone. What also stuck out to me while we were downtown was the World War 2 Memorial. I honestly didn't expect to be impressed by that memorial. But the different quotes placed around the structure really helped the memorial pop in my mind. I enjoy reading, and reading wisdom from those gone before us, who went through such a horrific time. So, I appreciated that monument more than I expected to. I'm really glad I was able to get the chance to see a small part of our Capital even though our reason for being there wasn't necessarily ideal.",memories,2,True,,,,,,,,,
451,"I recently went to a American Quarter Horse Show in Camden, South Carolina. The show took place the middle of April. While at the show, we watched several extremely talented riders. There were several different disciplines including showmanship, roping, and reigning. In showmanship, the rider walked to horse out into the arena to be judged. While they are being judged, they are asked to do several different tasks. These tasks can be walking, running, backing up, or turning the horse. Whenever a rider is showing their horse, the stay on the opposite side of the judge, so they are not in the way. Roping is when you have the rider behind a locked gate. A person at another gate releases an animal, usually a calf. The rider rides in to throw a rope around the calf's neck. If the rider is successful, they are timed. The times are ranked. The person with the best time wins that round. Next, Reigning is when a rider comes in riding their horse. The horse and rider are challenged with several different tasks, many which consist of spinning. Spinning is making tight circles while going as fast as the rider can. At the end of their presentation, they often run the horse and have then slide into a sitting position. Reigning is a difficult class, but one that is especially fun to watch. If you ever have the chance to attend an American Quarter Horse Show, you will not regret it.",memories,2,True,,,,,,,,,
452,"Two weeks ago I had a hysterectomy. It was very emotional for me, as being a woman anyone would understand. But I know the result from having it done was much better for me. It's so much better for my health because of the diseases I had. I won't suffer anymore as I used to. The surgery itself was tough, but after recovery I will feel much better. I'm sad in some ways that this ended up happening, but I'm glad I found a doctor who was able to help me. Life can still go on and I will bounce back from this. I am grateful I was able to finally come to a resolution with my health and move on. I can look forward to being out of pain and suffering now. In the long run, quality of life is what is most important so I can enjoy my days. I know this won't make me any less of a woman. I've always been scared of surgery, but I got through it! I am a strong woman. This is just another reminder of my strength.",memories,2,False,,,,,,,,,
453,"Lifestyle and career are two important, intertwined aspects of everyone's daily lives. A person's career determines their lifestyle both in terms of time and resources available for leisure. Many people also derive a lot of their identity from what they do for work or a career. There are also many industries where a lifestyle may be tied up in a career. For instance, folks that work in the alcohol industry have a pretty specific lifestyle that tends to correspond to their choice of career. Ideally people would be made up of more than just the careers they've chosen but all too often you find folks that seem to have cobbled together an identity based on what they expect people expect of them. In my mind, the most interesting people are folks that have very different careers and lifestyles that sometimes combine in surprising ways. As much as I kind of detest Elizabeth Gilbert, I listened to a talk that she gave about people with different styles of going through life. Some who are incredibly driven and work towards a singular goal but are frankly rather boring. And then there are those that flit from thing to thing and develop a diverse skill set and may not have a huge singular accomplishment but are likely super interesting. There is also a lot to be said for getting out of one's comfort zone. If we only interact with people in a similar career to ourselves, we risk missing out on the upsides of diversity. The same can be said for lifestyle.  If you only hang out with people that have a similar lifestyle, you won't learn much or experience many new things. Especially in cases where a lifestyle is harmful it can be really good to experience folks living in a different way.",memories,2,False,,,,,,,,,
454,"It started out as an innocent-enough day. I went to work like normal, and got through most of the day without any abnormal occurences. Then I received a text from my ex, and my mood instantly went downhill. It had been an abusive relationship, and scary breakup. I thought I had finally gotten free. When I left work, I decided to alleviate some stress by stopping at a little bar. I figured I'd have a couple of drinks and some food, and take my mind off things a little bit. After being seated for just a couple of minutes, the bartender came over. This drink is from the guy at the end, she said. I thought to myself that this is interesting, since no guy had ever bought me a drink before. We ended up talking for hours, and before I knew it I was feeling pretty good. I told myself that I deserved to relax though, and I was safe to drive. On the way home, it all started to hit me. However I only lived 2 miles away and knew that I could make it. Suddenly I saw a bright flash of light, heard screeching, and then nothing. I awoke in the emergency room with a concussion and severely fractured arm. Now, on top of ex problems, I'd have to take time off work. Definitely a lesson learned.",memories,2,False,,,,,,,,,
455,"A week ago my daughter and I were talking about her skateboarding goals. I knew she had been working really hard to improve and I strongly support her with all of it. Her father and I took her to the park to practice. We all know that the only way to get great at skateboarding is to get out there and actually do it. She has some difficult goals but she believes that they will be worth all of the effort and practice once she gets to where she wants to be. I was helping to coach her learning to drop in on a large quarter pipe. Everything looked good but then in just seconds, things did not go as planned. She took a pretty hard fall and it really scared me. It did not take her long to get right back up and get her focus back to where it needed to be. The look on her dad's face went from fear and concern to a genuine look of admiration almost immediately. It turned out to be a great learning experience and we plan to do it again next week. We will most likely be going every week for a while. We live in an area that is warm almost all year. This is a great goal for my daughter for where we live. She knows that we will support her all the way.",memories,2,False,,,,,,,,,
456,"A few months ago, I was in desperate need of some extra income.  The reason, I needed to purchase equipment and a new computer so I can self-teach myself animation and improve on my drawing/sketching ability.  Unfortunately, I did not have the funds to pursue my goals. I had to do something but I was not going to force anything that cost me money or put me debt.  I was bit sad about the situation because like some things in life, people want immediately results.  I needed to be patient, something I have always had an issue with.  However, I was not going to force the issue this time as I had mentioned before. One night out of the blue, a friend and had not hung with for a while wanted to meet up and chat with me about things going in his life and things going on in my life.  My friend picked me up on a Saturday afternoon and we just decided to drive around and talk about life. Because we became hungry after a while, we decided to head to the local casino and eat at the buffet.  You just cannot beat all-you-can-eat for a good price.   Also, I had not been to the casino in years because the last time I went, I cost myself over $100 and vowed not to go again.  However, my friend wanted to go and I did not want to stop him.  After we ate, we decided to sit down and play a couple of slot machine to waste time and test our luck.  As luck would have, I ended up winning about 400 bucks off of just $20 I spent.  My friend did not know I was down to my last 50 before going to the casino, so this money came in hand in a big way.  Now, I am not a religious guy but I will admit I looked up and said thank you to whoever the big man or woman is in the sky.  That money was more than what I needed to get the equipment I needed to purchases as well as purchase a low-cost, online animation course that set me on my way.  I was even able to give my friend $50 just for the hell of it. You just never know when you will be blessed with positive things.  I was so happy that I couldn't contain myself and almost started to cry but held together and just kept a joyful laughter for about a 5 minutes.",memories,2,True,,,,,,,,,
457,"Dear Diary,I'm so sorry it's taken me so long to write about this, but I've been so busy lately that I haven't had time to write. I'm still amazed at what happened two weeks ago, and have to tell you about it! You know how I did that DNA test a while ago? Well I got the results back, and there was actually a cousin I never knew I had who lived just a mile away in our little senior community! From what I understand, she's a cousin on my father's side, the daughter of his sister. I guess there was some bad blood between her and her parents when she was young, and so she ran away. I'm not sure if my crazy aunt (she really is a piece of work) ever tried to look for her or filed a missing person's report or anything, but this missing cousin ended up right near me after all these years! It took me a few days, Diary, to get up the courage to try to contact her. Finally, I looked her up on the internet and found a number for her. I dialed, said who I was and what the DNA test had revealed, and, surprisingly, she was so thrilled to hear from me! We made a date for coffee at the little shop that's part of our community. When I walked in, I could spot her right away. I could see the family resemblance right away! We must have talked for three hours! Turns out after she left, she got in with a bad crowd, but turned her life around after she got pregnant. She raised her kid the best she could (he turned out great and such a handsome young man!) and worked her way up to head buyer for her company. What's even more amazing is that she's a horror movie fan, just like me! I'm looking forward to hanging out with her more, and to meeting her son as well. Gotta go, Diary. So much work to do, but I wanted to share this with you! Millie",memories,2,False,,,,,,,,,
458,It was a hot summer day in April. My phone rang and I didn't recognize the number. I don't usually pick up unknown numbers. I decided to pick it up today  because I wasn't that busy. It was my step-father. He wanted to see how I was doing even though we hadn't spoken in several years. Growing up we had a rocky relationship. We never really got along and argued a lot. I felt like he always tried to be my dad and I didn't want him to. Sometimes our arguments turned physical. But now that we were on the phone our conversation was calm. We spoke about my childhood and his relationship with my mother. It was a rough conversation at first but then it got better over time. The conversation was emotional and we caught up for a bit before hanging up. We agreed we would try to stay in tough more often.,memories,2,False,,,,,,,,,
459,"I just had the best time at the local zoo! It was a perfect day and it wasn't too crowded but the best part of all was I fed a giraffe for the first time. Actually I spent about an hour and a day's pay feeding giraffes. I couldn't stop, they were so beautiful. I don't know what it was about them, I don't usually like big animals like that but they were so gentle and friendly. I couldn't believe I was standing there face to face with a giraffe. It let me caress it's fuzzy ear antlers or horns or whatever those little nubbins are. I think the most surprising thing was when I felt a long black tongue, smooth like a dog's but not nearly as wet, as I put a leave up to it's mouth. It was like time stood still and nothing else mattered but me and that giraffe! I had fantastical ideas like saddling it and riding away, and wondered if that was even possible. I looked in it's eyes and I felt like we had some sort of cosmic connection. I don't believe in souls but if there were souls I think that giraffe definitely had one! It's really inspired me to work closer with animals. I know I can't train a giraffe like I train the dogs at work but I'd love to work up close with them one day. I will never, ever forget this day. I hope it changes my future.",memories,2,True,,,,,,,,,
460,"The event that happened to me within the last three to six months that I remember the most is the death of my uncle whom I was very close to. He got very sick with pneumonia, and went to the hospital. When he was in the hospital they found two spots on his lung. When he was first admitted to the hospital he was spitting up some blood but everyone thought it was because of the pneumonia. While he was at the hospital the bleeding got much worse. He started spitting up so much blood that the white wash rags at the hospital were completely red. We knew that he had one spot on his lung that the doctors were following, but the second spot came as a surprise. He was never officially diagnosed with lung cancer but we know that is what he had. The bleeding got so bad that they had to give him a suction hose to keep it cleared out. He got to where he could not breath at all and his oxygen was turned up as high as it would go. He never wanted to be put on life support so the family just stayed by his side as all the machines were turned off and he drew his last breath.  I was devastated having to watch someone that was so strong and loved life so much take his last breath. My uncle was my last living relative other than cousins. He was our family elder. I grew up with him and my aunt being just right down the road from me for over 30 years.  Life goes on, but it certainly will be a lot sadder without him.",memories,2,True,,,,,,,,,
461,"You have to understand that my friend katie is quite possibly the sweetest and most loving person under the sun. Seriously. Coming from the family that she did, it's a wonder. She was the family punching bag. Whenever something went wrong, it was Katie's fault. It didn't matter who did it, how it happened, the fact that Katie was in another state at the time -- the entire family, including her two sisters, would gang up and yell at her. So Katie's sister, Krystal, is getting married into a conservative Greek Orthodox family. She's losing her mind because she wants so bad for her new family to think she's perfect, which is laughable, but whatever. Of course, the morning of the wedding, everything is going wrong and how dare Katie do this, despite the fact that Katie wasn't even awake when everything started happening. Makeup if misplaced, boxes haven't been taken up to the church for decorating, the works. So they all load up and head to the church to get the place ready. Katie grabs a box nearly as big as her hauls it into the church, and asks Krystal where it needs to go, to which she responds, ""OH MY GOD KATIE JUST SET IT DOWN SOMEWHERE!""Katie, being the sweetheart she is, sets it down somewhere out of the way so people won't trip on it, but still in a higher traffic area so it can be found. She goes to put on her dress because some of the groomsmen are putting up the decorations. Of course, Krystal screeches like a banshee not ten minutes later because something in the box Katie had carried in needed refrigeration, but Katie was not informed of that. Not only was it not in the refrigerator, but Katie cleary hid it so nobody else could find it because she was trying to ruin the wedding. Katie apologizes and shows her where the box is. Katie will hold Krystal's bouquet (the other sister couldn't do it for whatever reason -- it was probably too heavy for her poor, dainty arms). So Katie verifies how that's going to work. ""So you give it to me, there's some talking, you and Carl walk around the altar a few times, then I give it back to you?"" Krystal doesn't answer, and after a few more questions, she dismissively says, ""yeah, yeah, you give it back to me.""During the ceremony, Krystal never makes a move to take the bouquet back, and does not accept it when offered. Katie is yelled at about this after the ceremony. Then they get in a huge fight, katie was so angry, she was crying. We tried to break the fight up, then it started raining, we all laughed as the rain came pouring down.",memories,2,False,,,,,,,,,
462,"My husband is from Australia. He moved to the US in January 2017 after my Australian visa was used up. We did not know what we were going to do, but we figured it out. He got his green card in 2018. It was a hard time as we had little money. Our job situations were not stable and we had a lot of times when we had no money and we were unsure of things. It caused a lot of pressure in our relationship. Last August, we had money saved and we filed for my spouse visa for Australia. It was very expensive and cost about $15,000. We decided that living in Ausralia would be best for us and would make us the most happy. We knew we would be waiting for a long time for the partner visa. There was no word from Australia aside from our confirmation and a cashed check for over 11 months. Last week, after 341 days our visa was granted! We were very surprised and happy! Since then, we have booked one-way flights and hired movers. We are moving back to Australia!",memories,2,True,,,,,,,,,
463,"I felt myself begin to get light headed. I knew this telltale sign immediately. My blood sugar was low. I knew I had to get something in me before it got worse because I could black out. The meal I had in front of me unfortunately was not high enough on sugar to compensate for this. I had to run to the kitchen to see what I could find. Unfortunately, we had no juice in the house at all that I could drink. I went looking for cookies in the cabinets but once again I could not find any. I was starting to panic at this point. There was no one else in the house that could help me if I blacked out. I could seriously die. I finally remembered that I would occasionally keep a candy bar in my bag just for such an occasion. Rushing to the bedroom, I hoped against hope that I had not eaten it already and it was still there. Luckily, it was. I quickly scarfed down the chocolate bar, savoring every bite as best I could. I waited nervously for it to take a hold in my body. I could feel heart rate slowing down. My head began to clear shortly thereafter. I knew I was out of the woods now but I would have to be more careful in the future.",memories,2,False,,,,,,,,,
464,"I still dream about it sometimes.  The cold water and bottom of the ocean that my feet just couldn't touch.  I still think about the panicked state I was in.  My legs completely cramped up and the side of my right torso also cramped and immobile.  Couldn't move, couldn't stay afloat.  Muscles that weren't cramping up now seizing up because of my more awkward and desperate movements to stay afloat.  Taking on water, choking, vision becoming spotty.  I remember blacking out on the surface, my mind overwhelmed with panic.  But then I remember falling into a comfortable embrace of nothingness.  It was so eternally peaceful.  I thought to myself, ""this is it"", I am dead.  But I felt a presence echo through me, so deeply that my whole body shook.  It said one thing only - ""NO"".   I woke up a day later in the hospital.  I was told I was saved by another surfer who saw me drowning.  Even after 26 months I still dream about it, the drowning, the acceptance of death, and the...something else out there.  The divine something telling me ""no.""  It's not your time.  I feel truly blessed and protected.  I now search for the reason why I was saved by god.  There must be a reason why I was pulled back.",memories,2,False,,,,,,,,,
465,"It was at the time of a restructuring of positions in the company, where I had to be changed from the position of seller of vehicles and heavy machinery. To the stock of spare parts in the company for me it was a very frustrating situation since I had no professional knowledge for the new assignment of work therefore. I was in charge of the position for 6 months but not feeling comfortable I asked for the resignation to locate another job in my outstanding area of work. It was really frustrating for me to be in that situation since I had to financially support my family and also get a new job where both me and my bosses would consider me appropriate and prepared to face the challenges and be able to develop in the area as I was prepared for my job. Previously, in the sales area, therefore, my opportunity was to migrate to another company where I could accommodate my potential and be able to exploit it and in that way continue to stand out and not go through uncomfortable situations within the area where I was working after the dismissal of my colleagues. I am sure that for me and for the company it is more productive for me to start in another company than to continue working in the current one since in addition to not having the necessary knowledge. I have the knowledge and experience in other areas very different from those I am placed by my bosses and due to those decisions I must resign as soon as possible and focus on new goals with new bosses and new company. I think that in life we are always willing to have to make changes but always for the better and that is why I decide the change in the company where I work for more than 12 years and therefore. I am forced to change companies to follow my instincts of great seller and that way continue to assist my clients to whom I owe respect and great value.  I must also give my family the best example of moving forward despite the circumstances and not be discouraged under any circumstances. With that commitment and dedication they will feel appreciated and loved by a family leader who gives all his effort to always locate the better conditions for my family nucleus.  With my new job I feel very moved since I show that when you have some obstacles you decide if you face them or you do not achieve any change and I always decide to overcome them because that has been a large part of my life to overcome obstacles and achieve goals in order to take more satisfactions to my life and my family nucleus. For me and my family, it is satisfying to have achieved my goals at all critical moments in life. The best form to work its your best arm in all the spaces where you need to be guided.  Therefore my teaching for my children and those who want my advice is always to be original and fulfill their dreams.  When completing each stage of my life, always be aware of all the achievements and thus motivate future generations.",memories,2,True,,,,,,,,,
466,"This incident happened 3 months ago. It was an unusual fogy morning. I was running late for work and I was in a rush for the meeting that I had at 9 am with my boss. I was driving kind of fast and when I was crossing the train tracks I got stock and my car would not move. I was terrified because there was a train coming my way. I was trying to start up the car but it would not. Then I tried to open my car doors but it would not open. The train ended up hitting a back of my car, sending me flying down the road, thankfully there were no other cars. At that moment the time literally stopped for me. I have seen life flashing through my eyes. Then it went black and I found myself later in a white room with bright lights. Thankfully I was not hurt that bad. But the experience was definitely devastating. It made me to rethink my whole life. It gave me a new outlook on everything around me. Life became more precious to me. I did not even realize how I was coasting through life without a real purpose and was not taking a full control of my life circumstances. I was not living a life, I was on automatic every day, chasing the wrong thing. That was the day when I truly became aware of myself.",memories,2,False,,,,,,,,,
467,"Today I bought a new horse that I think is going to be my heart horse. He is beautiful with this long blonde mane and tail and a gorgeous yellow body. He seriously looks like he is right out of a fairy tale. He is the absolute sweetest boy ever. I think he would spend hours just letting you brush on him and give him attention. He loves to have his ears scratched and makes the most adorable face when you do. I have been looking for a horse just like him for months. I went out on a limb to purchase him because he was not exactly what I was looking for, but from the minute I saw him I knew it was love. He has only had one other owner his whole life so I know his background and training. He has no hidden ghosts in his closet, unlike Bourbon. His name was Tucker but he is being renamed to Butter because he really does look like a stick of butter. My daughter loves him and thinks that he is just the best thing ever. She has now renamed several of her toy horses after him. I am ecstatic that I found him and that he is going to work out perfect for us. Now he just has to stay in his pasture and not escape!",memories,2,True,,,,,,,,,
468,"About four months ago, it was my birthday. I had no plans and wasn't really expecting to do anything for my birthday other than what I normally do on an average day. To my surprise, on the day of my birthday, I woke up to a birthday card from my parents that included two tickets of a flight to the Bahamas that was departing in six hours and a note that we have reservations at a hotel for the week. I immediately went to thank my parents and then called my girlfriend to tell her the news. I wanted her to come with me, she was extremely surprised and excited too. We only had about five hours to get ready, pack, and make it to the airport. We were going to the Bahamas for a week! About two hours until the flight departures, there is a knock at our door. We answer it and it's a limo driver! My parents even surprised us with a limo that would take us to the airport. We couldn't believe it! We go to the airport in the limo and get on the flight. We arrive in the Bahamas and we were brought to our hotel. The hotel room was a suite and it was just absolutely gorgeous, it had an ocean and pool view too. The pool area even had some big slides that made it like a water park. We didn't get to do much the first day because we were traveling but we did go out for a very nice dinner at a restaurant that was on the beach and I think I had the best seafood I've ever had there. We also sat on the beach and listened to the waves afterwards and went in the hot tub for a little bit before we went to sleep. This was definitely the most shocking and exciting day of my life and I'll always remember it.",memories,2,True,,,,,,,,,
469,"A couple of weeks ago, a coworker and I found some information showing that a supervisor of ours was drug tested and tested positive for illegal drug use. We had noticed he had been acting out of character but kept our suspicions to ourselves. But once we found this public documentation, we proceeded to tell one of our other supervisors. The information finally made it to our HR department but was held there with no other information to us. They brought the main owner in who then looked over the information and said they would get back to us. But instead of having a meeting, decided to have both of us write out statements. Things got tense around the office because some how, not by us, others found out about the situation and were angry. When we are drug tested, if you fail, they either won't hire you or you are to be terminated. Well this supervisor tested positive 3 days after he was hired so we don't know how he passed on the first place. A week went by and we were told they were not going to do anything to him. At this point, my department became even more upset. Other department supervisors found out and went to the owner as well very upset saying they have to do something. Finally, they had meeting one by one with my department. Nothing has been done and the person is still working and driving a company vehicle. So far the only thing to come out of this, is that we are being made to feel punished and like we did something wrong by protecting the company.",memories,2,True,,,,,,,,,
470,"4 months ago i kept my baby boy seated on the floor of my living room, playing with his toys, i removed my eyes from him for about 2 minutes cause i need to reply tomy messages online. after about 2 minute i had to lift my eyes to look at him to my greatest surprised he crawled away from where i kept him to a little space in front of him. i was so amazed and surprised. when this happened some thought came to my mind, that my baby could now begin to crawl. this means this reduced his reliance on me for carrying him around always. my baby will definitely entertain himself crawling on the floor, picking up his toys and from ther he will be able to stand holding something and before i know he will take his first step. so i felt a great sigh of relief and i was so happy and proud of him. Although, There are a number of critical breakthroughs that your infant will reach early in life. From straightforward assignments like sitting up or lifting their head to more progressed developments like rolling over, these small accomplishments are continuously inspiring. But there’s nothing very like seeing your baby crawling for the primary time. Many guardians are on edge to see their child crawl and closely screen their baby’s improvements. Of course, there’s completely nothing off-base with that! In any case, it’s vital to keep in mind that all babies are diverse and take after a distinctive advancement path. Most babies begin to crawl somewhere between 6 and 10 months of age. my baby started crawling at 8 months of age.",memories,2,False,,,,,,,,,
471,"Well it's been about 4 months since I quit my last job. Man was it burning me out. I was coming home exhausted and had so little energy to do anything. Since then I spent about a week relaxing and trying to catch up on some things. I've picked back up some hobbies and found some happiness in those. I also get a new job that affords me a bit more free time to handle chores around the house like cleaning and laundry and the commute is much shorter so I have more time for family and shopping. Overall I'm doing a lot better since I've given myself more time for myself. There's such a push now to give all of yourself to your job, but you know the fact is any large company would abandon you as soon as they needed to cut expenses. I'm happier now and would advocate to anyone the importance of taking time for yourself. My sleep has improved since changing jobs. I don't have to drive as much and I'm not as stressed out with the requirements so I am sleeping better and sleeping in more. My weekends are more enjoyable too since I don't think about work. I also am able to leave work at the door when I get home. I hope this continues the longer I work at this job. Overall I hope it stays good and I hope to be there a long time.",memories,2,False,,,,,,,,,
472,"Thomas... surprised me. About a week ago, I was taking Thomas out with me to run some errands. We were at Target, getting some items for the house when I noticed him becoming a little excited. He always reacts near the same way when excited, his therapist said it's called ""stimming"" which is very normal for an autistic person to do when they are overwhelmed. I looked over and saw our old family friend, George, who used to come over quite a bit when Thomas was a teenager. He helped him out or just watched him while I tended chores. It started for I could stop it, Thomas was off. I almost yelled after him, but I didn't want to cause a scene in public. We get enough looks as it is in public. I was... and still am surprised. He was able to carry a conversation with George... surprisingly well. No weird offshoots of random conversation. No repeating a million times over and over the same question or thing. It was almost like the disability had shed his mind for the smallest of moments. I was so proud. Watching him stim lightly and just enjoy the conversation of an old friend. George was proud, and my heart is still singing with joy at the encounter.",memories,2,False,,,,,,,,,
473,"There's a little boy in Prague that renewed my faith in humanity three months ago. I was on a vacation with a friend, sightseeing, and doing all things tourists do. I ended up not paying too much attention to the people around me when I suddenly heard someone yell at me that I was getting robbed. I looked to see where the voice came from and it was from a boy no older than my 8 year old nephew back home. He alerted me early enough to see what was happening. A thief was trying to slash my bag to take my wallet. My eyes connected with the thief's and I first saw panic in his, then came anger and headed straight towards the little boy. Thankfully, someone was close enough to the little boy to protect him from the thief. The thief got tackled to the ground by two men from the gathering audience. The boy was then taken into a shop nearby to make sure that he was safe. I went to the shop where the boy was to express my gratitude and tell him how I thought he's very brave for what he's done. The boy smiled at me and said that he was only doing the right thing. I then bought him $25 worth of candy in the store to reward him and I could swear that he's the happiest boy on earth that day. I stepped out of the store to see two policemen taking the thief into custody. They were actually looking for me to take my testimony and asking if I wanted to press charges against him. I went with the policemen to the precinct for the paper works and the thief was in jail 10 minutes later.",memories,2,False,,,,,,,,,
474,"five hours might seem like a long time, but when i'm with them it goes by like it was in an instant. I remember so many great moments from that trip, like when Tom got caught peeing behind the bushes on the 12th hole! i mean we all had to go but of course Tom couldn't wait, he's always like that.         But probably the weirdest thing was something that you see in an Adam Sandler movie. I was on the 5th hole when i got a water foul, but it wasn't just any old regular foul. I'm watching in horror as my ball flies towards the lake and then CHOMP a gator comes out and swallows it! I was shocked, and asked the manager about it later just to find out thats ""Bill"".  Apparently he roams these here parts, and has done so for about the last 6 years. Unbelievable i know, but hey what can you do these things happen i guess? Man, it really doesn't feel like it was 2 months ago, it feels like yesterday and i already can't wait to get back out there and meet Bill again.        And in the end, who do you think ended up winning all that prize money for our little wager? yeah thats right, me and Ron blew it out of the water (or sand if you prefer). I mean i felt bad of course and wanted to treat the guys to something special for being good sports. After the game we went down to the local bar ""Charley's"" and had a round on me. Of course one round is never enough for us and we ended up being there until about midnight before calling a taxi and heading home. What a night to remember!",memories,2,False,,,,,,,,,
475,"It was April 29, 2019. That morning, I woke up at 5:30 and went to the gym as usual. When I got home, I ate breakfast and read the newspaper. I realized at 7:00 I was running a little behind schedule. So I hurried upstairs to take a shower and get ready for work. That's when it happened",memories,2,True,,,,,,,,,
476,"About three months ago, I took a big leap of faith and moved in with my boyfriend of two years. This was a huge event in my life. I have been very hesitant about getting involved with someone new after my divorce in 2010, which was painful and financially devastating. My boyfriend, Mark, is different than anyone I have ever known. We are an older couple, me being 52 and him being 60. He's never lived with a girlfriend or been married. For me, I did not want to be involved with someone who would dominate my life, or try to control me. I've been alone for several years now and have come to appreciate my independence. Push came to shove for me last spring when Mark's mother, who he was a caretaker for, went into an assisted living facility. This left Mark alone and financially destititute. I made the leap of faith and moved in with him. I am now the breadwinner for our new family and he is looking for work. Its not always easy, but we are very happy and live a quiet life. We plan to get married this coming winter. There was a happy ending to this story.",memories,2,True,,,,,,,,,
477,"Today is the day we finally went to get our dog.  We saw the pictures of her when she was just a little baby but we couldn't take her home yet since she was so small.  She was such an adorable little yellow lab puppy.  So anyway, it's been about four weeks since we saw her picture (even though she's eight weeks old today) so we headed out for the ride to get her.  It was about an hour and a half drive to the farm that she was living on.  When we pulled up, there was a huge fenced in area with a bunch of other dogs in it.  They all looked so happy and ran to the edge of the fence to check us out.  We hopped out and were greeted by Samantha and her husband Jim and they welcomed us inside.  We chatted for a few minutes before following them out back to where the little puppies were.  There, in a little pile, was our baby Gemma.  She looked so happy and we picked her up and squeezed her and she wriggled around before hopping back down.  We spoke to Jim and Samantha  a bit longer before scooping our girl up again and getting her into the car.  She was very brave for her first long car ride in her little car seat and when we got home, we let her free and she just seemed so happy, like she had been meant to be with us all along.  Today has been one of the happiest days as of recent.  I love Gemma so much and I think we're all going to be very happy together.",memories,2,False,,,,,,,,,
478,A few months ago i got in a argument with a friend. We were drinking and he was being mean to me. Ive been picked on by some of my friends over my lifetime. I think he  thought he was joking around but i got really upset. He was making fun of my voice for the way i talk. He was doing it at a bar in front of a group of people. I got mad and challenged him to fight. We have since made up and i told him its ok lets move on. But i really dont want to associate with him any more. Im a grown man and some of my friends from when i was younger im discovering are not good people. Also too much of what of what my old friends always want to do is drink. I struggle moving on because its hard to make new friends. But im realizing im a different person and want to be around different people. While it was just a small fight it kind of led to think about my life and who i want to be around. Ive been hanging out with my family more and more these days.,memories,2,True,,,,,,,,,
479,"A month ago, I moved out of a major city. I did this right when I graduated. I returned a couple years later looking for a job. I felt at home after reconnecting with friends. We had a great time going to my favorite pizza place. I got a large meat lovers. They got a cheese pizza. They paid for the bill. I was very thankful. Later that night, we went to the bar. I sung some karaoke. It was a fun time. I almost threw up from drinking. They helped me get a job. It took a few weeks, but I got a job at a accountant's office. It paid decently with great perks. I loved the workplace. This city is treating me well.",memories,2,False,,,,,,,,,
